name,address,lat,lon,Unnamed: 7,Unnamed: 8,Unnamed: 9
,424 W PARKER ELKHART TX 75839,31.62133,-95.58492,,county_code,county_name
,5765 E. ST. HWY 294 ELKHART TX 75839,31.63211,-95.46214,,005,ANGELINA
,10621 S. US HWY 79 PALESTINE TX 75801,31.67191,-95.74873,,027,Bell
,3258 E. FM 323 PALESTINE TX 75801,31.72672,-95.57117,,037,BOWIE
,1801 PANTHER BLVD. PALESTINE TX 75803,31.7304,-95.68236,,041,BRAZOS
,1600 N LOOP 256 PALESTINE TX 75801,31.73809,-95.60491,,061,Cameron
,1500 W REAGAN PALESTINE TX 75801,31.75179,-95.64294,,085,Collin
,1020 W. HAMLETT ST. PALESTINE TX 75801,31.75666,-95.65381,,167,GALVESTON
,139 ANDERSON CR 389 PALESTINE TX 75801,31.75673,-95.60881,,121,Denton
,8848 FM 645 PALESTINE TX 75801,31.75689,-95.79442,,139,Ellis
,1007 E. PARK PALESTINE TX 75801,31.75839,-95.61848,,157,Fort Bend
,11401 E FM 837 PALESTINE TX 75803,31.76212,-95.63079,,181,Grayson
,907 E MURCHISON PALESTINE TX 75801,31.76704,-95.62358,,187,Guadalupe
,125 KICKAPOO ST PALESTINE TX 75803,31.77538,-95.63179,,203,HARRISON
,917 GARDNER PALESTINE TX 75801,31.78924,-95.61808,,213,Henderson
,299 N US HWY 287 PALESTINE TX 75801,31.79041,-95.68122,,245,JEFFERSON
,6900 W FM 321 TENN COLONY TX 75861,31.8363,-95.83474,,339,Montgomery
,200 ANDERSON NECHES TX 75779,31.86525,-95.49788,,257,Kaufman
,17750 N US HWY 287 CAYUGA TX 75832,31.92257,-95.92437,,303,Lubbock
,320 S. COMMERCE FRANKSTON TX 75763,32.04991,-95.50734,,323,MAVERICK
,9590 N ST HWY 19 MONTALBA TX 75853,33.001,-95.71027,,367,PARKER
